,DIST_CODE,SCHL_CODE,SCHNAME,latitude,longitude
58,96099,1050,Bayless Senior High ,38.552187544576746,-90.30011667062955
59,103128,4020,Bell City Elem. ,37.023985141414144,-89.81906043434344
60,103128,1050,Bell City High ,37.023985141414144,-89.81906043434344
61,47064,4020,Belleview Elem. ,,
62,19152,1050,Belton High ,38.81274585,-94.5531224073672
63,19152,1055,Belton Middle School ,,
64,19152,4020,Cambridge Elem. ,,
65,19152,4060,Gladden Elem. ,38.82167645,-94.54279006267225
66,19152,7500,Grace Early Child. & Ed. Center ,,
67,19152,4040,Hillcrest Steam Academy ,38.81421195,-94.54275470402929
68,19152,4090,Kentucky Trail Elem. ,38.82754108695652,-94.49784743478261
69,19152,4080,Mill Creek Upper Elem. ,38.8128992244898,-94.54862495918367
70,103135,4020,Bernie Elem. ,36.66837813918591,-89.97344413762389
71,103135,1050,Bernie High ,38.7097618,-90.4523483
72,61151,4020,Bevier Elem. ,39.750447050000005,-92.56248798949196
73,61151,1050,Bevier High ,39.750447050000005,-92.56248798949196
74,22091,4020,Billings Elem. ,,
75,22091,1050,Billings Sr. High ,,
76,94076,4020,Bismarck R-V Elem. ,37.7713312,-90.6201823
77,94076,1050,Bismarck R-V High ,37.7713312,-90.6201823
78,27055,4020,Blackwater Elem. ,38.9815936,-92.9938413
79,26002,4020,Blair Oaks Elem. ,,
80,26002,1050,Blair Oaks High ,,
81,26002,4030,Blair Oaks Intermediate ,,
82,26002,3000,Blair Oaks Middle School ,,
83,103131,4020,Bloomfield Elem. ,36.881183570730165,-89.93470884387318
84,103131,1050,Bloomfield High ,36.881183570730165,-89.93470884387318
85,103131,3000,Bloomfield Middle ,36.881183570730165,-89.93470884387318
86,103131,1015,Juvenile Center ,36.881183570730165,-89.93470884387318
87,104045,4020,Blue Eye Elem. ,,
88,104045,1050,Blue Eye High ,36.502858849999996,-93.38709688592047
89,104045,3000,Blue Eye Middle ,,
90,48068,1050,Blue Springs High ,,
91,48068,1060,Blue Springs High School Campu ,,
92,48068,1075,Blue Springs South High ,,
93,48068,3000,Brittany Hill Middle ,,
94,48068,5040,Chapel Lakes Elem. ,,
95,48068,4080,Cordill-Mason Elem. ,,
96,48068,5020,Daniel Young Elem. ,,
97,48068,3080,Delta Woods Middle ,,
98,48068,4040,Franklin Smith Elem. ,,
99,48068,4050,James Lewis Elem. ,,
100,48068,4090,James Walker Elem. ,,
101,48068,5000,John Nowlin Elem. ,,
102,48068,4015,Liggett Trail Education Center ,,
103,48068,4070,Lucy Franklin Elem. ,,
104,48068,3060,Moreland Ridge Middle ,,
105,48068,3090,Paul Kinder Middle School ,39.0552129,-94.3156918
106,48068,5070,Sunny Pointe Elem. ,39.0552129,-94.3156918
107,48068,4020,Thomas J. Ultican Elem. ,,
108,48068,1020,Valley View High ,,
109,48068,5080,"Voy Spears, Jr. Elem. ",,
110,48068,5030,William Bryant Elem. ,,
111,48068,4060,William Yates Elem. ,,
112,84001,1050,Bolivar High ,38.663879953064516,-92.87770821746582
113,84001,4040,Bolivar Intermediate School ,40.4697436,-92.8357555
114,84001,3000,Bolivar Middle ,37.3828316,-89.6684487
115,84001,4020,Bolivar Primary ,37.61915783673469,-93.39646585714286
116,84001,7500,Early Childhood Learning Cntr ,37.6226792,-93.4033829
117,82105,4020,BONCL Elem.,,
118,27061,1100,Boonslick Technical Educ. Center ,38.9403312,-92.76859071880952
119,27061,1050,Boonville High ,38.94073195,-92.77000302169293
120,27061,4040,David Barton Elem. ,38.9733287601034,-92.73819492329724
121,27061,4020,Hannah Cole Primary ,38.94036494589338,-92.77191047243677
122,27061,3000,Laura Speed Elliott Middle ,38.977052,-92.7442465
123,17124,4020,Bosworth Elem. ,39.468483899999995,-93.33227783479646
124,17124,1050,Bosworth High ,39.468483899999995,-93.33227783479646
125,82100,4020,Bowling Green Elem. ,39.33699144444444,-91.20054386868686
126,82100,1050,Bowling Green High ,39.33699144444444,-91.20054386868686
127,82100,3000,Bowling Green Middle ,39.33699144444444,-91.20054386868686
128,82100,4060,Frankford Elem. ,39.496214,-91.319698
129,106001,4020,Bradleyville Elem. ,,
130,106001,1050,Bradleyville High ,,
131,106004,1050,Branson High ,36.6980441,-93.232484
132,106004,2050,Branson Jr. High ,36.6659106,-93.2191856
133,106004,4070,Buchanan Elementary ,36.703934,-93.235304
134,106004,4050,Buchanan Intermediate ,36.7019469,-93.2326702
135,106004,4040,Cedar Ridge Elementary ,36.6609472,-93.2453727
136,106004,4080,Cedar Ridge Intermediate ,36.6603662,-93.2435381
137,106004,4060,Cedar Ridge Primary ,36.6592,-93.2452493
138,13061,4020,Braymer Elem. ,39.59055645,-93.80278446083616
139,13061,1050,Braymer High ,39.59055645,-93.80278446083616
140,13054,4020,Breckenridge Elem. ,39.7572835,-93.80555688681513
141,13054,1050,Breckenridge High ,39.7572835,-93.80555688681513
142,96101,7500,Brentwood Early Childhd Center ,38.625482,-90.339828
143,96101,1050,Brentwood High ,38.62152685176888,-90.35306336469674
144,96101,3000,Brentwood Middle ,38.62012566889557,-90.35438913399454
145,96101,4040,Mark Twain Elem. ,38.61694716326531,-90.34312428571428
146,96101,4060,Mcgrath Elem. ,,
147,108143,4020,Bronaugh Elem. ,,
148,108143,1050,Bronaugh High ,,
149,58112,4020,Brookfield Elem. ,,
150,58112,1050,Brookfield High ,,
151,58112,3000,Brookfield Middle ,,
152,58112,1100,Linn Co Area Career & Tech Center ,,
153,48916,6950,Brookside Charter Elementary ,39.0120008,-94.5322057
154,48916,3950,Brookside Charter Middle Schl ,39.01275736912752,-94.56444424161074
155,21149,4020,Brunswick Elem. ,39.4246509,-93.11536523198853
156,21149,1050,Brunswick High ,39.4246509,-93.11536523198853
157,11079,1050,DeKalb Jr.-Sr. High ,39.869123,-94.435584
158,11079,4020,Rushville Elem. ,,
159,58107,4020,Bucklin Elem. ,,
160,58107,1050,Bucklin High ,,
161,90077,4020,Bunker Elem. ,,
162,90077,1050,Bunker High ,,
163,7129,7500,Butler Early Childhood ,,
164,7129,4020,Butler Elem. ,38.25804894553456,-94.34048233545754
165,7129,1050,Butler High ,38.252680929824564,-94.33606945614035
166,107155,4020,Cabool Elem. ,37.12895008163265,-92.10749153061225
167,107155,1050,Cabool High ,37.1150041,-92.1039679
168,107155,3000,Cabool Middle ,37.12829465599316,-92.1097424766057
169,41001,4020,Cainsville Elem. ,,
170,41001,1050,Cainsville High ,,
171,42117,7500,Calhoun Early Childhood Center ,38.46468367346939,-93.62747829591837
172,42117,4020,Calhoun Elem. ,37.22221583230591,-93.28886701232902
173,42117,1050,Calhoun High ,39.1691092,-91.8808458
174,61157,4020,Callao Elem. ,39.7637093,-92.62507237506574
175,15002,1050,Camdenton High ,38.0050131,-92.7507122
176,15002,3000,Camdenton Middle ,38.0050131,-92.7507122
177,15002,4020,Dogwood Elementary ,38.0050131,-92.7507122
178,15002,4050,Hawthorn Elementary ,38.0050131,-92.7507122
179,15002,4040,Hurricane Deck Elementary ,38.1814638,-92.79618652961602
180,15002,1015,Juvenile Justice Center ,,
181,15002,1100,Lake Career & Technical Center ,38.0050131,-92.7507122
182,15002,4030,Oak Ridge Intermediate ,38.0050131,-92.7507122
183,15002,4080,Osage Beach Elementary ,38.130349,-92.680161
184,25001,1050,Cameron High ,39.72861033050848,-94.238796
185,25001,4040,Cameron Intermediate School ,39.33752,-94.290888
186,25001,3000,Cameron Veterans Middle ,37.11321471355417,-92.65671685082523
187,25001,4020,Parkview Elem. ,39.75070810246387,-94.2447311736528
188,35093,4020,Campbell Elem. ,,
189,35093,1050,Campbell High ,,
190,56015,4020,Canton Elem. ,,
191,56015,1050,Canton High ,,
192,16096,4020,Alma Schrader Elem. ,37.32901069387756,-89.5546961632653
193,16096,4050,Blanchard Elem. ,37.329431117251694,-89.52354973490446
194,16096,1100,Cape Girardeau Car & Tech Center ,37.275390428320904,-89.56643861907546
195,16096,1050,Central High ,37.277574,-89.56619
196,16096,2050,Central Jr. High ,37.30738032653061,-89.54692995918367
197,16096,4090,Central Middle ,37.31105,-89.544561
198,16096,4060,Clippard Elem. ,37.3219692,-89.56715132117714
199,16096,4040,Franklin Elem. ,37.307460458325046,-89.53924532090333
200,16096,4080,Jefferson Elem. ,37.29692781973586,-89.54189868463259
201,49132,1050,Carl Junction High School,37.17507851020408,-94.56774597959183
202,49132,4060,Carl Junction Intermediate,37.17507851020408,-94.56774597959183
203,49132,2050,Carl Junction Jr. High,37.17507851020408,-94.56774597959183
204,49132,4050,Carl Junction Primary 2-3,37.17507851020408,-94.56774597959183
205,49132,4040,Carl Junction Primary K-1,37.17507851020408,-94.56774597959183
206,49132,6010,Carl Junction Satellite School,37.17507851020408,-94.56774597959183
207,17125,1100,Carrollton Area Career Center ,,
208,17125,4010,Carrollton Elementary School ,,
209,17125,1050,Carrollton Senior High ,,
210,17125,3000,Middle School ,,
211,49142,3010,Carthage 6th Grade Center ,41.029383373904544,-98.92110004030931
212,49142,1050,Carthage High School ,,
213,49142,3000,Carthage Intermediate Center ,,
214,49142,2050,Carthage Jr. High ,,
215,49142,1100,Carthage Technical Center ,37.147276,-94.296931
216,49142,4020,Columbian Elem. ,37.16758042857143,-94.32360214285715
217,49142,7500,Early Childhood and Pat Center ,,
218,49142,4060,Fairview Elem. ,,
219,49142,5000,Mark Twain Elem. ,37.695981,-90.628398
220,49142,5020,Pleasant Valley Elem. ,,
221,49142,4030,Steadley Elem. ,37.1402476,-94.325306
222,78012,4060,Caruthersville Elementary ,36.189099,-89.668388
223,78012,1050,Caruthersville High ,36.188367,-89.657631
224,78012,3000,Caruthersville Middle ,36.188367,-89.657631
225,5123,1050,Cassville High ,36.684977,-93.864925
226,5123,4030,Cassville Intermediate ,36.684977,-93.864925
227,5123,3000,Cassville Middle ,36.684977,-93.864925
228,5123,4020,Eunice Thomas Elem. ,36.684977,-93.864925
229,48080,4020,Boone Elem. ,38.9409457,-94.5965965
230,48080,1020,Center Alternative ,38.9735259,-94.56814198784664
231,48080,4060,Center Elem. ,38.97423284745762,-94.56489989830509
232,48080,2100,Center Middle ,38.94142836363636,-94.59055590909091
233,48080,1050,Center Sr. High ,39.25213735,-94.57165245
234,48080,4070,Indian Creek Elem. ,38.907601,-94.590846
235,48080,4080,Red Bridge Elem. ,39.1615356,-94.42897
236,48080,7500,Yellow Jacket Early Learning ,38.9409457,-94.5965965
237,90075,4020,Centerville Elem. ,37.43522951869123,-90.95850850385915
238,94086,4020,Central Elem. ,37.8496071,-90.4616057
239,94086,1050,Central High ,37.84499127909501,-90.52246769587191
240,94086,2050,Central Middle ,,
241,94086,4060,West Elem. ,37.837873259732035,-90.53750382362982
242,10091,1050,Centralia High ,39.22211389795918,-92.13350779591836
243,10091,4050,Centralia Intermediate ,,
244,10091,4020,Chance Elem. ,39.21629951639055,-92.136308875354
245,10091,3000,Chester Boren Middle ,,
246,22088,4020,Chadwick Elementary ,,
247,22088,1050,Chadwick High ,,
248,100060,4020,Chaffee Elem. ,37.178782,-89.664521
249,100060,1050,Chaffee Jr.-Sr. High ,37.183175042234396,-89.66428349848354
250,67061,1050,Charleston High ,36.91528908353704,-89.33765253386703
251,67061,3000,Charleston Middle ,36.91370426530612,-89.34987697959183
252,67061,4040,Warren E. Hearnes Elem. ,36.91316295918367,-89.34647707142857
253,51153,4020,Chilhowee Elem. ,,
254,51153,1050,Chilhowee High ,,
255,59117,4040,Chillicothe Elem ,39.79637435,-93.55954076277243
256,59117,1050,Chillicothe High ,39.8237984,-93.55347039214374
257,59117,3000,Chillicothe Middle ,39.79585915,-93.56349435633771
258,59117,4020,Dewey Elementary ,39.7900058518306,-93.55125236445488
259,59117,4060,Field Elem. ,39.915698,-93.95476
260,59117,1100,Grand River Technical School ,39.798613,-93.559238
261,48928,3905,Middle School Campus ,39.06335025,-94.58276831279105
262,48928,6905,Primary Grades Campus ,39.06448385,-94.58992287065298
263,115911,6956,4209 Folsom ,38.62126424489796,-90.2531022244898
264,115911,6955,City Garden Montessori School ,38.6200582,-90.2555128
265,23101,4040,Black Hawk Elem. ,,
266,23101,1050,Clark Co. High ,,
267,23101,3000,Clark Co. Middle ,40.42226917171717,-91.72348735353536
268,23101,7500,Early Childhood Center ,40.42139365306122,-91.71394556122449
269,23101,4060,Running Fox Elem. ,,
270,68075,4020,Clarksburg Elem. ,,
271,35097,4020,Clarkton Elem. ,36.455031,-89.96467
272,35097,1050,Clarkton High ,36.455031,-89.96467
273,96102,1050,Clayton High ,38.649985900000004,-90.34624989392631
274,96102,7500,Family Center ,38.65641825252525,-90.34830067676768
275,96102,4040,Glenridge Elem. ,38.63919381632653,-90.3280356122449
276,96102,5000,Meramec Elem. ,38.644957149999996,-90.3397911771317
277,96102,4020,Ralph M. Captain Elem. ,38.63901115,-90.30663869718995
278,96102,3000,Wydown Middle ,38.6423776,-90.31239566825332
279,111087,4040,Clearwater Elementary ,37.16015255331768,-90.69080458317319
280,111087,1050,Clearwater High ,,
281,111087,3000,Clearwater Middle ,,
282,22092,4020,Clever Elem. ,37.027065,-93.473229
283,22092,1050,Clever High ,,
284,15003,1050,Climax Springs High ,38.1031349,-93.0505717
285,15003,4020,Elementary School ,38.1031349,-93.0505717
286,42124,7500,Clinton Early Childhood Center ,38.364348,-93.76916218181817
287,42124,4080,Clinton Intermediate School ,38.362473449999996,-93.76422601111798
288,42124,3000,Clinton Middle ,39.569374662953294,-94.45712086376675
289,42124,1050,Clinton Sr. High ,38.357651149999995,-93.77124369539675
290,42124,1100,Clinton Technical School ,38.37630412244898,-93.76867136734694
291,42124,4070,Henry Elem. ,38.361014350000005,-93.76492669057257
292,25003,3000,Clinton Co. R-III Middle ,39.56108385,-94.45716638864874
293,25003,4020,Ellis Elem. ,39.561641201107754,-94.45333058883097
294,25003,1050,Plattsburg High ,39.56108385,-94.45716638864874
295,8111,4020,Cole Camp Elem. ,,
296,8111,1050,Cole Camp High ,,
297,8111,3000,Cole Camp Middle ,,
298,8111,7500,Cole Camp Preschool ,38.457771,-93.210197
299,26001,4020,Cole Co. R-I Elem. ,38.5079801,-92.4404097
300,26001,3000,Cole Co. R-I Middle ,38.5079801,-92.4404097
301,26001,1050,Russellville High ,38.620089,-92.557972
302,26005,4020,Eugene Elem. ,,
303,26005,1050,Eugene High ,,
304,10093,4030,Alpha Hart Lewis ,39.016732,-92.282984
305,10093,3000,Ann Hawkins Gentry Middle ,38.905579771128586,-92.34493952588494
306,10093,5050,Beulah Ralph Elementary ,,
307,10093,4040,Blue Ridge Elem. ,38.98784640620786,-92.29715999411293
308,10093,4050,Cedar Ridge Elem. ,38.9255213,-92.2613112
309,10093,7500,Center For Early Lrning-North ,38.992912,-92.304902
310,10093,6080,Center for Gifted Education,38.9618548,-92.32440018657499
311,10093,1100,Columbia Area Career Center ,38.90418727512978,-92.3350905121694
312,10093,1050,David H. Hickman High ,38.96276805,-92.33167785279416
313,10093,4055,Derby Ridge Elem. ,,
314,10093,4070,Eliot Battle Elementary ,38.97573975,-92.22389619964287
315,10093,4060,Fairview Elem. ,38.9471057,-92.3808509
316,10093,1020,Frederick Douglass High ,38.95639330387859,-92.334025
317,10093,2050,Jefferson Middle School ,38.9573679,-92.33072174225333
318,10093,3060,John B. Lange Middle ,38.992912,-92.304902
319,10093,5060,John Ridgeway Elem. ,38.960665851713934,-92.33937399026667
320,10093,3080,John Warner Middle School ,38.9074734,-92.3726638
321,10093,1015,Juvenile Justice Center ,,
322,10093,5020,Locust St Expressive Arts Elem,38.94931036708908,-92.32338814136538
323,10093,5010,Mary Paxton Keeley Elem. ,,
324,10093,5025,Midway Heights Elem. ,,
325,10093,5030,Mill Creek Elem. ,38.910063,-92.37251
326,10093,1060,Muriel W. Battle High School ,38.9540693,-92.2651846
327,10093,5035,New Haven Elem. ,,
328,10093,2060,Oakland Middle School ,38.984564528370406,-92.30402606962338
329,10093,5040,Parkade Elem. ,38.97412555516627,-92.33861732293329
330,10093,5080,Rock Bridge Elem. ,,
331,10093,1075,Rock Bridge Sr. High ,38.902818041742,-92.33513813767853
332,10093,6000,Russell Boulevard Elem. ,38.945951,-92.365408
333,10093,6010,Shepard Boulevard Elem. ,38.937550925597144,-92.297751483076
334,10093,3040,Smithton Middle ,38.96126928993022,-92.38817065766406
335,10093,4020,Thomas Benton Elem. ,38.956546159747774,-92.31968116342676
336,10093,6040,Two Mile Prairie Elem. ,38.95967995,-92.28967075718833
337,10093,5000,Ulysses S. Grant Elem. ,38.9513326,-92.3386557
338,10093,6020,West Boulevard Elem. ,38.95776164741858,-92.35287018486753
339,10093,2075,West Middle School ,38.95939489056772,-92.36226051082413
340,4106,4020,Community Elem. ,,
341,4106,1050,Community High ,,
342,54037,4020,Concordia Elem. ,,
343,54037,1050,Concordia High ,,
344,115906,6931,Aspire Academy ,38.695651,-90.246066
345,115906,1920,Confluence Preparatory Academy ,,
346,115906,3920,Grand Center Arts Acad Middle ,,
347,115906,1945,Grand Center Arts Academy High ,38.5688629,-90.4083578
348,115906,6930,Old North Academy ,38.65391583030474,-90.19653694109029
349,115906,6932,South City ,38.579124050000004,-90.24040252384603
350,27056,4020,Bunceton Elem. ,,
351,27056,1050,Bunceton High ,,
352,78004,4020,Cooter Elem. ,36.045973,-89.808807
353,78004,1050,Cooter High ,36.045973,-89.808807
354,75084,4020,Couch Elem. ,,
355,75084,1050,Couch High ,,
356,13058,4020,Cowgill Elem. ,39.55960335,-93.92158607407765
357,44078,4020,Craig Elem. ,40.194724,-95.37242
358,44078,1050,Craig High ,40.194724,-95.37242
359,104043,4020,Crane Elem. ,36.8956826,-93.57126339819739
360,104043,1050,Crane High ,36.8956826,-93.57126339819739
361,28101,4020,Bourbon Elementary School ,38.1503204,-91.25238561253148
362,28101,1050,Bourbon High School ,38.13513497845999,-91.26584992028222
363,28101,3000,Bourbon Middle School ,38.1503204,-91.25238561253148
364,28102,4020,Cuba Elem. ,38.055284,-91.4023552
365,28102,1050,Cuba High ,38.055284,-91.4023552
366,28102,3000,Cuba Middle ,38.055284,-91.4023552
367,85049,4020,Crocker Elem. ,,
368,85049,1050,Crocker High ,,
369,48926,6990,Crossroads - Central Street ,39.126309204081636,-94.54632736734693
370,48926,6905,Crossroads - Quality Hill ,39.1013369,-94.59033636921527
371,48926,1905,Crossroads Preparatory Academy ,39.10404705,-94.58855580467149
372,50013,4020,Crystal City Elem. ,38.226133,-90.377694
373,50013,1050,Crystal City High ,38.2309697,-90.3779834
374,29002,4020,Dadeville R-II School,,
375,29002,1050,Dadeville Sr. High ,,
376,30093,1050,Buffalo High ,,
377,30093,3000,Buffalo Middle ,,
378,30093,1100,Dallas County Technical Center ,,
379,30093,4020,Mallory Elem. ,37.64510385760087,-93.09964834657623
380,42119,4020,Davis Elem.,,
381,48923,1970,DeLaSalle Charter High School,39.0382669,-94.573235
382,78009,4020,Delta C-7 Elem. ,,
383,78009,1050,Delta C-7 High ,,
384,16092,4020,Delta Elem. ,,
385,16092,1050,Delta High ,,
386,33093,4020,Dent-Phelps Elem. ,,
387,2017,1049,Algoa Correctional Center ,,
388,2017,1041,Boonville Correctional Center ,38.97767625822861,-92.72998581589277
389,2017,1030,Boonville Treatment Center ,38.97767625822861,-92.72998581589277
390,2017,1031,Cremer Therapeutic Comm Center ,38.8467082,-91.9479586
391,2017,1042,East Recep/Diag Corr Cent/Acad ,,
392,2017,1036,East Recep/Diag Corr Cent/Diag ,,
393,2017,1043,Farmington Correctional Center ,,
394,2017,1032,Farmington Treatment Center ,,
395,2017,1037,Fulton Reception and Diag Center ,38.8467082,-91.9479586
396,2017,1033,Maryville Treatment Center ,,
397,2017,1044,Missouri Eastern Corr Center ,,
398,2017,1045,Ozark Correctional Center ,,
399,2017,1046,South Central Correctional Center ,,
400,2017,1047,Southeast Correctional Center ,36.891749,-89.351416
401,2017,1029,Western Mo Correctional Center ,39.7606951,-94.2354027
402,2017,1039,Western Recept/Diag Corr Centr ,39.769854,-94.811435
403,2017,1035,Western Region Treatment Centr ,39.769854,-94.811435
404,2017,1048,Women E. Recep/Diag Cor C/Acad ,,
405,2017,1038,Women E. Recep/Diag Cor C/Diag ,,
406,2017,1034,Women's East Region Trtmt Center ,,
407,50014,4010,Athena Elem. ,,
408,50014,2050,Desoto Jr. High ,,
409,50014,1050,Desoto Sr. High ,,
410,50014,7500,Early Childhood Center ,,
411,50014,4020,Vineland Elem. ,,
412,103132,4020,Central Elem. ,36.7850751527522,-89.97676054808373
413,103132,1050,Dexter High ,36.78915333333333,-89.97569066666667
414,103132,4040,Southwest Elem. ,36.788966,-89.97105042857143
415,103132,7500,Southwest Elementary Preschool ,,
416,103132,3000,T. S. Hill Middle ,36.78694791326844,-89.97569088561919
417,73102,4020,Diamond Elem. ,38.989727,-94.26384
418,73102,1050,Diamond High ,38.989727,-94.26384
419,73102,3000,Diamond Middle ,38.989727,-94.26384
420,85048,4020,Dixon Elem. ,37.996807,-92.09843332653061
421,85048,1050,Dixon High ,,
422,85048,3000,Dixon Middle ,42.267055,-96.8682
423,91092,1100,Current River Career Center ,36.6380057,-90.8295362
424,91092,4020,Doniphan Elem. ,36.62352126481784,-90.81999570364314
425,91092,1050,Doniphan High ,36.62096241751014,-90.8189644552572
426,91092,4040,Doniphan Intermediate ,36.624394819020836,-90.82050504994689
427,91092,3000,Doniphan Middle ,36.623550817953294,-90.81948632244043
428,77103,4020,Dora Elem. ,36.7729549,-92.21686080371761
429,77103,1050,Dora High ,36.7729549,-92.21686080371761
430,19150,4020,Drexel Elem. ,,
431,19150,1050,Drexel High ,,
432,50005,1050,Herculaneum High ,38.267427,-90.379042
433,50005,4040,Pevely Elem. ,38.2840557,-90.3945582
434,50005,3000,Senn-Thomas Middle ,38.273134,-90.380594
435,50005,7500,Taylor Early Childhood ,38.26854,-90.380199
436,115923,6996,Eagle Fox Park ,38.60797355,-90.22328592728817
437,115923,6998,Eagle Gravois Park ,38.58913967799634,-90.22854182846413
438,115923,6997,Eagle Tower Grove East ,38.604334,-90.241876
439,115923,6995,Eagle Tower Grove South ,38.59134896255448,-90.26330735175264
440,11076,4040,East Buchanan Elem. ,39.6090695,-94.5983147
441,11076,1050,East Buchanan High ,39.6090695,-94.5983147
442,11076,3000,East Buchanan Middle ,39.723309,-94.636696
443,18047,4020,East Carter Co. R-II Elem. ,36.93190058333333,-90.74690420833333
444,18047,1050,East Carter Co. R-II High ,36.93190058333333,-90.74690420833333
445,18047,3000,East Carter Co. R-II Middle ,36.93190058333333,-90.74690420833333
446,19147,4020,East Lynne Elem. ,,
447,73099,1050,East Newton High ,,
448,73099,4020,Granby ,36.918248387755106,-94.25112234693877
449,73099,4040,Triway ,36.765541291753685,-94.1939969758018
450,67055,4020,East Prairie Elem ,36.778529,-89.379911
451,67055,1050,East Prairie High ,,
452,67055,3000,East Prairie Middle ,36.77747379591837,-89.38174351020407
453,20002,4040,El Dorado Springs Elem. ,37.867251744897956,-94.01951260204082
454,20002,1050,El Dorado Springs High ,37.867251744897956,-94.01951260204082
455,20002,3000,El Dorado Springs Middle ,37.867251744897956,-94.01951260204082
456,66102,1100,Eldon Career Center ,38.3486063229466,-92.58211739002657
457,66102,1050,Eldon High ,38.348489,-92.582335
458,66102,3000,Eldon Middle ,38.3568738,-92.5857
459,66102,4040,Eldon Upper Elem. ,38.338739523577516,-92.57749702115392
460,66102,4020,South Elem. ,38.34205189281913,-92.57970626761512
461,57002,4020,Clarence Cannon Elem. ,39.1623555,-90.7947958
462,57002,1050,Elsberry High ,39.1623555,-90.7947958
463,57002,3000,Ida Cannon Middle ,39.1623555,-90.7947958
464,101107,4020,Eminence Elem. ,,
465,101107,1050,Eminence High ,37.1434297,-91.363204
466,29003,4020,Everton Elem. ,37.346620349999995,-93.69852338228351
467,29003,1050,Everton High ,-5.1947593,-37.3708207
468,48924,1910,Ewing Marion Kauffman High ,,
469,48924,3930,Ewing Marion Kauffman Middle,,
470,24089,4080,Cornerstone Elementary ,39.345768,-94.258844
471,24089,4020,Elkhorn Elementary ,39.341213,-94.212087
472,24089,1100,Excelsior Springs Career Center ,39.35060235527627,-94.24446494110742
473,24089,7500,Excelsior Springs Ear Chld Center ,39.34743935,-94.2413627906382
474,24089,1075,Excelsior Springs High ,39.34924385,-94.24668323762981
